-0.031353,-0.021577,0.773165,0.000000,0.000000,0.383971,0.923345,-0.200000,0.000000,0.000000,0.420000,-0.223444,-0.000000,-0.200000,0.000000,0.000000,0.420000,-0.223444,-0.000000,0.000000,0.000000,0.000000,0.350000,0.180000,0.000000,0.870000,0.000000,0.000000,0.000000,0.350000,-0.180000,0.000000,0.870000,0.000000,0.000000,0.000000
-0.027333,-0.020700,0.772769,0.004766,-0.003980,0.383872,0.923365,-0.216559,0.019294,-0.000668,0.479988,-0.242704,-0.013232,-0.182382,-0.021523,0.001885,0.431443,-0.239755,0.015397,0.006855,0.010562,0.025575,0.298776,0.192407,-0.044919,0.917509,0.019301,-0.019651,0.019311,0.299532,-0.240996,0.065562,0.880862,-0.029167,-0.015976,-0.004476
-0.023312,-0.019823,0.772184,0.009532,-0.007959,0.383759,0.923350,-0.233119,0.038588,-0.001335,0.539976,-0.257027,-0.022442,-0.164765,-0.043045,0.003770,0.442885,-0.256156,0.030842,0.013710,0.021123,0.051151,0.247551,0.204815,-0.089839,0.965018,0.038602,-0.039301,0.038622,0.249063,-0.301992,0.131125,0.891723,-0.058333,-0.031952,-0.008952
-0.019292,-0.018946,0.771389,0.014298,-0.011939,0.383631,0.923298,-0.249678,0.057881,-0.002003,0.599964,-0.265438,-0.027019,-0.147147,-0.064568,0.005655,0.454328,-0.272555,0.046337,0.020565,0.031685,0.076726,0.196327,0.217222,-0.134758,1.012528,0.057903,-0.058952,0.057934,0.198595,-0.362988,0.196687,0.902585,-0.087500,-0.047928,-0.013427
-0.015272,-0.018069,0.770364,0.019063,-0.015917,0.383489,0.923212,-0.266238,0.077175,-0.002671,0.659952,-0.267194,-0.026433,-0.129530,-0.086091,0.007540,0.465771,-0.288944,0.061884,0.027420,0.042246,0.102301,0.145102,0.229629,-0.179677,1.060037,0.077204,-0.078602,0.077245,0.148127,-0.423984,0.262249,0.913446,-0.116667,-0.063904,-0.017903
-0.011251,-0.017192,0.769088,0.023827,-0.019895,0.383331,0.923089,-0.282797,0.096469,-0.003338,0.719939,-0.261713,-0.020244,-0.111912,-0.107613,0.009424,0.477213,-0.305317,0.077481,0.034274,0.052808,0.127877,0.093878,0.242037,-0.224597,1.107546,0.096505,-0.098253,0.096556,0.097658,-0.484981,0.327812,0.924308,-0.145833,-0.079881,-0.022379
-0.007231,-0.016315,0.767280,0.028590,-0.023873,0.383159,0.922931,-0.299357,0.115763,-0.004006,0.779927,-0.249239,-0.008638,-0.094295,-0.129136,0.011309,0.488656,-0.321743,0.093106,0.041129,0.063369,0.153452,0.042653,0.254444,-0.269516,1.155055,0.115806,-0.117903,0.115867,0.047190,-0.545977,0.393374,0.935169,-0.175000,-0.095857,-0.026855
-0.003211,-0.015438,0.765272,0.033353,-0.027849,0.382971,0.922738,-0.315916,0.135056,-0.004674,0.839915,-0.228812,0.009222,-0.076677,-0.150659,0.013194,0.500099,-0.338166,0.108781,0.047984,0.073931,0.179027,-0.008571,0.266851,-0.314435,1.202565,0.135107,-0.137554,0.135179,-0.003278,-0.606973,0.458936,0.946031,-0.204167,-0.111833,-0.031330
0.000810,-0.014561,0.763401,0.038113,-0.031825,0.382770,0.922509,-0.332476,0.154350,-0.005341,0.899903,-0.216239,0.020608,-0.059060,-0.172181,0.015079,0.511541,-0.354444,0.124538,0.054839,0.084492,0.204603,-0.059796,0.279259,-0.359355,1.250074,0.154408,-0.157204,0.154490,-0.053747,-0.667969,0.524499,0.956892,-0.233333,-0.127809,-0.035806
0.004830,-0.013684,0.761989,0.042873,-0.035799,0.382553,0.922244,-0.349035,0.173644,-0.006009,0.959891,-0.214519,0.023184,-0.041442,-0.193704,0.016964,0.522984,-0.370357,0.140420,0.061694,0.095054,0.230178,-0.111020,0.291666,-0.404274,1.297583,0.173709,-0.176855,0.173801,-0.104215,-0.728965,0.590061,0.967754,-0.262500,-0.143785,-0.040282
0.004830,-0.013684,0.761373,0.042873,-0.035799,0.382553,0.922244,-0.349035,0.173644,-0.006009,0.959891,-0.214519,0.023184,-0.041442,-0.193704,0.016964,0.522984,-0.370632,0.140357,0.061694,0.095054,0.230178,-0.111020,0.291666,-0.404274,1.297583,0.173709,-0.176855,0.173801,-0.104215,-0.728965,0.590061,0.967754,-0.262500,-0.143785,-0.040282
0.009580,-0.018997,0.761901,0.041015,-0.032626,0.388214,0.920078,-0.378790,0.172308,0.008574,0.977025,-0.208856,0.019814,-0.048447,-0.191876,-0.014357,0.526114,-0.372062,0.130430,0.074703,0.108168,0.228174,-0.108540,0.291446,-0.401944,1.301275,0.176463,-0.195930,0.169287,-0.115133,-0.739867,0.591369,0.976510,-0.265386,-0.155668,-0.042389
0.016016,-0.026482,0.763779,0.038736,-0.026986,0.396790,0.916695,-0.413518,0.167745,0.032453,0.987132,-0.200381,0.014293,-0.052671,-0.190186,-0.062325,0.522666,-0.372444,0.115663,0.095173,0.121965,0.224417,-0.097271,0.292754,-0.399152,1.300685,0.177583,-0.215237,0.157523,-0.126823,-0.753492,0.592367,0.982814,-0.267098,-0.166362,-0.043805
0.023251,-0.033845,0.766826,0.036369,-0.019639,0.406868,0.912551,-0.439696,0.159584,0.064310,0.970166,-0.193013,0.008064,-0.048856,-0.188497,-0.116395,0.502471,-0.366863,0.100472,0.118942,0.131466,0.220060,-0.076140,0.298272,-0.398283,1.287207,0.175993,-0.228670,0.138781,-0.136574,-0.766146,0.594744,0.984562,-0.267772,-0.172470,-0.043397
0.031188,-0.039148,0.770338,0.033895,-0.011179,0.417450,0.907999,-0.451734,0.147682,0.101655,0.911975,-0.188302,0.001012,-0.035799,-0.185404,-0.167335,0.461080,-0.352664,0.087933,0.141650,0.135422,0.215160,-0.046066,0.308855,-0.398774,1.255077,0.171576,-0.235595,0.115588,-0.142751,-0.774222,0.597849,0.983014,-0.267652,-0.174867,-0.040890
0.040474,-0.041788,0.773873,0.031319,-0.001762,0.428281,0.903101,-0.454127,0.132602,0.140432,0.816809,-0.182242,-0.009017,-0.016562,-0.179529,-0.211770,0.405300,-0.333815,0.077854,0.161305,0.135900,0.209203,-0.010292,0.322105,-0.396313,1.208459,0.164816,-0.239195,0.092478,-0.145831,-0.777613,0.600151,0.980226,-0.266799,-0.176639,-0.036986
0.051487,-0.042137,0.776778,0.028921,0.008182,0.439228,0.897873,-0.453452,0.115687,0.175554,0.704442,-0.176339,-0.027289,0.004793,-0.170943,-0.250052,0.348742,-0.318463,0.068866,0.177868,0.134791,0.202460,0.026661,0.334050,-0.385672,1.158581,0.155844,-0.241986,0.074343,-0.147152,-0.778698,0.600661,0.976427,-0.265277,-0.179327,-0.032692
0.063677,-0.040732,0.778513,0.027017,0.017511,0.449815,0.892541,-0.451801,0.098440,0.203273,0.596013,-0.137279,-0.035792,0.026230,-0.161250,-0.282777,0.302121,-0.312179,0.060961,0.191355,0.131999,0.196212,0.060697,0.342279,-0.365498,1.114356,0.144770,-0.244344,0.063637,-0.147210,-0.778964,0.599199,0.970297,-0.263724,-0.182147,-0.028616
0.075912,-0.037927,0.778832,0.025680,0.024916,0.459384,0.887517,-0.448261,0.082108,0.222846,0.504660,-0.085845,-0.037403,0.047594,-0.152146,-0.309775,0.268637,-0.315048,0.055069,0.201012,0.126815,0.191482,0.089470,0.347416,-0.340269,1.077654,0.133186,-0.245987,0.058777,-0.145095,-0.777511,0.596067,0.960835,-0.262981,-0.183958,-0.024857
0.087193,-0.033916,0.777812,0.024718,0.029704,0.467462,0.883168,-0.443104,0.068033,0.235506,0.437157,-0.041105,-0.033733,0.068635,-0.143974,-0.330599,0.247063,-0.324560,0.051327,0.206234,0.119688,0.187903,0.112848,0.352260,-0.317045,1.046905,0.124374,-0.247066,0.055319,-0.139368,-0.772596,0.591714,0.948165,-0.262718,-0.184632,-0.021244
0.097007,-0.028662,0.775742,0.023772,0.032042,0.473902,0.879673,-0.437738,0.057696,0.242648,0.396875,-0.013399,-0.026002,0.088448,-0.136011,-0.344971,0.235717,-0.338812,0.049108,0.207519,0.111772,0.183996,0.132279,0.359865,-0.300317,1.022027,0.121214,-0.247793,0.048937,-0.129509,-0.763697,0.586479,0.932841,-0.261068,-0.184343,-0.017576
0.105302,-0.021883,0.772449,0.022468,0.032607,0.478784,0.877039,-0.431736,0.051753,0.245743,0.381313,-0.003884,-0.015574,0.106702,-0.128059,-0.353139,0.232702,-0.356515,0.048385,0.205962,0.103367,0.178366,0.149235,0.371665,-0.290046,1.004565,0.123942,-0.247872,0.038337,-0.116553,-0.751657,0.580454,0.915423,-0.256304,-0.182501,-0.014143
0.112323,-0.013392,0.768554,0.020687,0.031992,0.482282,0.875187,-0.422414,0.049335,0.246970,0.380974,-0.007923,-0.004157,0.124003,-0.121107,-0.356027,0.235642,-0.376120,0.050245,0.202085,0.093754,0.170623,0.163728,0.386498,-0.283676,0.995157,0.130116,-0.246717,0.026235,-0.102418,-0.737283,0.573443,0.897280,-0.248488,-0.178196,-0.012533
0.118411,-0.003390,0.765175,0.018699,0.030361,0.484535,0.874045,-0.407462,0.048705,0.248451,0.385061,-0.019710,0.007204,0.140461,-0.116316,-0.354963,0.243797,-0.396677,0.055044,0.195661,0.082417,0.161416,0.174263,0.401326,-0.278864,0.993020,0.136485,-0.244097,0.017070,-0.088632,-0.720393,0.565001,0.881101,-0.238771,-0.171625,-0.015399
0.123839,0.007824,0.763054,0.016875,0.027719,0.485661,0.873545,-0.386652,0.048346,0.250776,0.387913,-0.036457,0.016825,0.154891,-0.114151,-0.351374,0.259769,-0.418579,0.062214,0.186438,0.069675,0.151855,0.179099,0.413183,-0.274624,0.997508,0.141016,-0.240401,0.012953,-0.075425,-0.700220,0.554938,0.869596,-0.227706,-0.164487,-0.024359
0.128812,0.020359,0.762472,0.015406,0.024387,0.486029,0.873467,-0.360965,0.047091,0.252934,0.389484,-0.058200,0.023655,0.165917,-0.114992,-0.346175,0.288010,-0.441169,0.071366,0.174367,0.056191,0.142953,0.176978,0.420671,-0.271554,1.008894,0.143727,-0.236211,0.012142,-0.061764,-0.676507,0.544261,0.863887,-0.215540,-0.158712,-0.037883
0.133560,0.034673,0.763221,0.014593,0.021041,0.486502,0.873304,-0.331208,0.043219,0.253696,0.391529,-0.085818,0.028253,0.172347,-0.120017,-0.338112,0.332378,-0.456201,0.082658,0.159094,0.042275,0.135446,0.166238,0.423933,-0.271941,1.027517,0.145998,-0.231760,0.011977,-0.046386,-0.650209,0.535234,0.864154,-0.203993,-0.154858,-0.051813
